epoch,accuracy,loss,val_accuracy,val_loss
0,0.804347813129425,0.47192227840423584,0.75,0.584345281124115
1,0.888198733329773,0.27931520342826843,0.7942708134651184,0.4912817180156708
2,0.9068322777748108,0.22240644693374634,0.7916666865348816,0.5169051289558411
3,0.9177018404006958,0.2037510871887207,0.8203125,0.4602125883102417
4,0.9316770434379578,0.18974126875400543,0.8411458134651184,0.4151510000228882
5,0.9479166865348816,0.15286384522914886,0.8489583134651184,0.44538938999176025
6,0.9316770434379578,0.15663902461528778,0.8411458134651184,0.43257462978363037
7,0.95652174949646,0.14950108528137207,0.8151041865348816,0.557708203792572
8,0.9518633484840393,0.12940195202827454,0.8359375,0.4773368835449219
